12.424580,41.909860,Hotel Pinewood>39066636546
12.492430,41.930930,Hotel Delle Muse>39068088333
11.302870,43.006900,Agriturismo Poggio Cavallo>390564409026
11.422170,42.454810,Hotel Residence Valle del Buttero>390564896097
11.516810,42.588610,BeB ROSEMARIE>390564602778
11.619070,43.027490,Hotel Posta Marcucci>390577887112
11.638640,42.952960,Agriturismo I Lecci>390577887287
11.750400,42.245980,Hotel All'olivo>390766857318
11.812420,43.039830,Hotel Santa Lucia>39057863604
11.816400,43.043040,Hotel Sole>39057860194
12.025680,42.269020,Hotel Da Beccone>390761479210
12.091380,42.427220,HOTEL VITERBO>390761270100
12.113000,42.412330,HOTEL MINI PALACE>390761309742
12.124970,42.372220,Balletti Park hotel>3907613771
12.155720,42.665740,BeB Casale dei Gelsi>393335444443
12.375670,42.086310,AutoHotel *** Via Cassia km 24 300>390690109014
12.406790,42.780980,Hotel Fonte Cesia>390758943737
12.485100,43.013300,Country House Torreburchio>390759885017
12.502220,42.128990,Hotel Clarice>390690160193
12.505100,42.712840,Castello di Casigliano>390744943428
12.604530,42.141360,Holiday Inn Fiano Romano>3907654014
12.608730,42.933420,Hotel Palazzo Brunamonti>390742361932
12.746440,42.877820,Antica Dimora Alla Rocca>390742385401
13.092490,42.792870,Hotel Grotta Azzurra>390743816513
13.293670,42.627670,Hotel IL Castagneto>390746825722
13.397370,42.346070,Grand Hotel e del Parco>390862413240
13.506870,42.415610,Hotel Fiordigigli>390862606171
11.817790,43.046670,Grand Hotel Capitol>39057864681
11.600870,43.056340,Hotel Palazzuolo>390577897080
11.807340,43.070770,Albergo Rist. Villa Ambra>390578798055
11.261880,43.133310,Podere Leccetro>390577757083
11.263130,43.187870,Hotel il Castello>390577347711
11.802750,43.204960,Casa Vacanze La Filandra>390577685538
11.628930,43.262810,Grand Hotel Serre>390577704777
11.327560,43.314150,Palazzo Ravizza>390577280462
11.294570,43.316480,Podere il Pero>390577236361
11.291420,43.390040,Agriturismo Antico Uliveto>390577329130
11.287750,43.468960,Hotel Palazzo Squarcialupi>390577741186
11.864680,43.470570,Hotel Minerva>390575370390
11.487750,43.523310,Parco Cavriglia>39055967544
